show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,min_duration,seasons,content_age,content_segment,audience_segment,release_lag,movie_id,metadata,era,genre_count,cast_count
s323,TV Show,Magic of Disney's Animal Kingdom,,Josh Gad,United Kingdom,2020-09-25,2020,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",Magic of Disney’s Animal Kingdom goes backstage at Walt Disney World Resort. Narrated by Josh Gad.,2020,9,,,1,New,Teen,0,323,"Animals & Nature, Docuseries, Family  Josh Gad United Kingdom Magic of Disney’s Animal Kingdom goes backstage at Walt Disney World Resort. Narrated by Josh Gad.",Recent,3,1
s324,Movie,Secret Society of Second-Born Royals,,"Peyton Lee, Niles Fitch, Isabella Blake-Thomas, Olivia Deeble, Skylar Astin, Elodie Yung",United States,2020-09-25,2020,TV-PG,99 min,"Action-Adventure, Coming of Age, Family","Sam, a rebellious royal, learns she is part of the Secret Society of Second-Born Royals.",2020,9,99,,1,New,Teen,0,324,"Action-Adventure, Coming of Age, Family  Peyton Lee, Niles Fitch, Isabella Blake-Thomas, Olivia Deeble, Skylar Astin, Elodie Yung United States Sam, a rebellious royal, learns she is part of the Secret Society of Second-Born Royals.",Recent,3,6
s325,Movie,The Giant Robber Crab,Moritz Katz,Colin Solman,United States,2020-09-25,2019,TV-PG,44 min,"Animals & Nature, Documentary","As we follow the robber’s life cycle, we learn that crabs are much more than creepy crawlies.",2020,9,44,,2,New,Teen,1,325,"Animals & Nature, Documentary Moritz Katz Colin Solman United States As we follow the robber’s life cycle, we learn that crabs are much more than creepy crawlies.",Recent,2,1
s326,TV Show,Wild Central America,,Nigel Marven,,2020-09-25,2020,TV-PG,1 Season,"Action-Adventure, Animals & Nature, Docuseries",Presenter Nigel Marven discovers the colourful and varied wildlife and culture of Central America.,2020,9,,,1,New,Teen,0,326,"Action-Adventure, Animals & Nature, Docuseries  Nigel Marven  Presenter Nigel Marven discovers the colourful and varied wildlife and culture of Central America.",Recent,3,1
s327,TV Show,Ancient China from Above,,Dr. Allan Maca,United States,2020-09-18,2020,TV-14,1 Season,"Docuseries, Historical",Archaeologist Allan Maca reveals the amazing wonders of Ancient China like never before.,2020,9,,,1,New,Adult,0,327,"Docuseries, Historical  Dr. Allan Maca United States Archaeologist Allan Maca reveals the amazing wonders of Ancient China like never before.",Recent,2,1
s328,TV Show,Becoming,,,United States,2020-09-18,2020,TV-PG,1 Season,"Anthology, Docuseries, Family","Becoming chronicles the origin stories of world-class entertainers, musicians and athletes.",2020,9,,,1,New,Teen,0,328,"Anthology, Docuseries, Family   United States Becoming chronicles the origin stories of world-class entertainers, musicians and athletes.",Recent,3,1
s329,Movie,Bend It Like Beckham,Gurinder Chadha,"Parminder Nagra, Keira Knightley, Jonathan Rhys-Meyers, Anupam Kher, Archie Panjabi, Shaznay Lewis","United Kingdom, Germany, United States",2020-09-18,2003,PG-13,112 min,"Buddy, Comedy, Coming of Age","Despite the wishes of their traditional families, two girls aim for careers in professional soccer.",2020,9,112,,18,Legacy,Teen,17,329,"Buddy, Comedy, Coming of Age Gurinder Chadha Parminder Nagra, Keira Knightley, Jonathan Rhys-Meyers, Anupam Kher, Archie Panjabi, Shaznay Lewis United Kingdom, Germany, United States Despite the wishes of their traditional families, two girls aim for careers in professional soccer.",Modern,3,6
s330,TV Show,Coop & Cami Ask The World,,"Ruby Turner, Dakota Lotus, Olivia Sanabia, Albert Tsai, Paxton Booth, Rebecca Metz",United States,2020-09-18,2018,TV-G,2 Seasons,"Comedy, Family, Kids","Cooper and Cami Wrather co-host ""Would You Wrather.""",2020,9,,2 Seasons,3,Recent,Family,2,330,"Comedy, Family, Kids  Ruby Turner, Dakota Lotus, Olivia Sanabia, Albert Tsai, Paxton Booth, Rebecca Metz United States Cooper and Cami Wrather co-host ""Would You Wrather.""",Recent,3,6
s331,TV Show,Europe from Above,,Julian Barratt,United Kingdom,2020-09-18,2019,TV-G,1 Season,"Docuseries, Reality",Europe from Above takes to the air over Europe’s finest cultural and geographical landmarks.,2020,9,,,2,New,Family,1,331,"Docuseries, Reality  Julian Barratt United Kingdom Europe from Above takes to the air over Europe’s finest cultural and geographical landmarks.",Recent,2,1
s332,Movie,Ever After: A Cinderella Story,Andy Tennant,"Drew Barrymore, Anjelica Huston, Dougray Scott, Patrick Godfrey, Megan Dodds, Melanie Lynskey",United States,2020-09-18,1998,PG-13,122 min,"Drama, Romance",A young woman falls in love with a prince while pretending to be a princess.,2020,9,122,,23,Legacy,Teen,22,332,"Drama, Romance Andy Tennant Drew Barrymore, Anjelica Huston, Dougray Scott, Patrick Godfrey, Megan Dodds, Melanie Lynskey United States A young woman falls in love with a prince while pretending to be a princess.",Modern,2,6
s333,TV Show,Kingdom of the Mummies,,Kerry Shale,United States,2020-09-18,2020,TV-14,1 Season,"Docuseries, Historical, Reality",A team of archaeologists uncover the first Egyptian funeral parlor ever found.,2020,9,,,1,New,Adult,0,333,"Docuseries, Historical, Reality  Kerry Shale United States A team of archaeologists uncover the first Egyptian funeral parlor ever found.",Recent,3,1
s334,Movie,Morning Light,Mark Monroe,Patrick Warburton,United States,2020-09-18,2008,PG,99 min,"Documentary, Sports","Fifteen rookie sailors race to be part of the ""Morning Light"" crew.",2020,9,99,,13,Legacy,Family,12,334,"Documentary, Sports Mark Monroe Patrick Warburton United States Fifteen rookie sailors race to be part of the ""Morning Light"" crew.",Modern,2,1
s335,Movie,Notre Dame: Race Against The Inferno,"Fabrice Gardel, Simon Kessler, Josselin Mahot",Paul Bandey,"United Kingdom, France",2020-09-18,2019,TV-PG,45 min,Documentary,"On April 15, 2019, Paris’ firefighters gave everything to save the Notre Dame cathedral.",2020,9,45,,2,New,Teen,1,335,"Documentary Fabrice Gardel, Simon Kessler, Josselin Mahot Paul Bandey United Kingdom, France On April 15, 2019, Paris’ firefighters gave everything to save the Notre Dame cathedral.",Recent,1,1
s336,TV Show,Once Upon a Time,,"Ginnifer Goodwin, Jennifer Morrison, Robert Carlyle, Lana Parrilla, Jared Gilmore, Josh Dallas",United States,2020-09-18,2011,TV-PG,7 Seasons,"Action-Adventure, Fantasy, Soap Opera / Melodrama",Fairy tale characters inhabit a land of good and evil.,2020,9,,7 Seasons,10,Recent,Teen,9,336,"Action-Adventure, Fantasy, Soap Opera / Melodrama  Ginnifer Goodwin, Jennifer Morrison, Robert Carlyle, Lana Parrilla, Jared Gilmore, Josh Dallas United States Fairy tale characters inhabit a land of good and evil.",Recent,3,6
s337,TV Show,Soy Luna,,"Karol Sevilla, Ruggero Pasquarelli, Valentina Zenere, Lucila Gandolfo, Michael Ronda, Carolina Kopelioff","Argentina, Mexico",2020-09-18,2015,TV-G,3 Seasons,"Comedy, Coming of Age, Drama",Luna will learn that love transcends distance.,2020,9,,3 Seasons,6,Recent,Family,5,337,"Comedy, Coming of Age, Drama  Karol Sevilla, Ruggero Pasquarelli, Valentina Zenere, Lucila Gandolfo, Michael Ronda, Carolina Kopelioff Argentina, Mexico Luna will learn that love transcends distance.",Recent,3,6
s338,TV Show,Violetta,,"Diego Ramos, Martina Stoessel, Pablo Espinosa, Jorge Blanco, Mercedes Lambre, Nicolás Garnier",Argentina,2020-09-18,2011,TV-G,3 Seasons,"Coming of Age, Drama, Music",Violetta is a talented teen following her dream.,2020,9,,3 Seasons,10,Recent,Family,9,338,"Coming of Age, Drama, Music  Diego Ramos, Martina Stoessel, Pablo Espinosa, Jorge Blanco, Mercedes Lambre, Nicolás Garnier Argentina Violetta is a talented teen following her dream.",Recent,3,6
s339,Movie,Christopher Robin,Marc Forster,"Ewan McGregor, Hayley Atwell, Bronte Carmichael, Mark Gatiss, Oliver Davies, Ronke Adekoluejo","United Kingdom, United States",2020-09-11,2018,PG,109 min,"Drama, Family, Fantasy",Pooh leaves the Hundred Acre Wood to help grown-up Christopher Robin.,2020,9,109,,3,Recent,Family,2,339,"Drama, Family, Fantasy Marc Forster Ewan McGregor, Hayley Atwell, Bronte Carmichael, Mark Gatiss, Oliver Davies, Ronke Adekoluejo United Kingdom, United States Pooh leaves the Hundred Acre Wood to help grown-up Christopher Robin.",Recent,3,6
s340,Movie,D2: The Mighty Ducks,Sam Weisman,"Emilio Estevez, Michael Tucker, Jan Rubeš, Kathryn Erbe, Joshua Jackson, Elden Ratliff",United States,2020-09-04,1994,PG,107 min,"Comedy, Drama, Family",The Mighty Ducks face the meanest team on ice at the Junior Goodwill Games.,2020,9,107,,27,Legacy,Family,26,340,"Comedy, Drama, Family Sam Weisman Emilio Estevez, Michael Tucker, Jan Rubeš, Kathryn Erbe, Joshua Jackson, Elden Ratliff United States The Mighty Ducks face the meanest team on ice at the Junior Goodwill Games.",Modern,3,6
s341,Movie,D3: The Mighty Ducks,Robert Lieberman,"Emilio Estevez, Jeffrey Nordling, David Selby, Heidi Kling, Joshua Jackson, Elden Ratliff",United States,2020-09-04,1996,PG,104 min,"Comedy, Coming of Age, Drama",The Mighty Ducks inherit a new coach and a new set of problems.,2020,9,104,,25,Legacy,Family,24,341,"Comedy, Coming of Age, Drama Robert Lieberman Emilio Estevez, Jeffrey Nordling, David Selby, Heidi Kling, Joshua Jackson, Elden Ratliff United States The Mighty Ducks inherit a new coach and a new set of problems.",Modern,3,6
s342,TV Show,Earth to Ned,,,United States,2020-09-04,2020,TV-PG,1 Season,"Comedy, Parody, Science Fiction","From the Jim Henson Company, alien commander Ned hosts a late-night talk show with celebrity guests.",2020,9,,,1,New,Teen,0,342,"Comedy, Parody, Science Fiction   United States From the Jim Henson Company, alien commander Ned hosts a late-night talk show with celebrity guests.",Recent,3,1
s343,Movie,Trick or Treat,Jack Hannah,,United States,2020-09-04,1952,TV-G,9 min,"Animation, Family, Fantasy","Donald plays a trick on his nephews, but a witch helps them out. See details for advisory.",2020,9,9,,69,Legacy,Family,68,343,"Animation, Family, Fantasy Jack Hannah  United States Donald plays a trick on his nephews, but a witch helps them out. See details for advisory.",Classic,3,1
s344,Movie,Alice Through the Looking Glass,James Bobin,"Johnny Depp, Anne Hathaway, Mia Wasikowska, Matt Lucas, Rhys Ifans, Helena Carter","United States, United Kingdom",2020-08-28,2016,PG,115 min,"Action-Adventure, Fantasy",Alice returns to Underland to save the Mad Hatter in a race against time.,2020,8,115,,5,Recent,Family,4,344,"Action-Adventure, Fantasy James Bobin Johnny Depp, Anne Hathaway, Mia Wasikowska, Matt Lucas, Rhys Ifans, Helena Carter United States, United Kingdom Alice returns to Underland to save the Mad Hatter in a race against time.",Recent,2,6
s345,Movie,Phineas and Ferb The Movie: Candace Against the Universe,,"Ashley Tisdale, Vincent Martella, Ali Wong, Dan Povenmire, Alyson Stoner, Maulik Pancholy",United States,2020-08-28,2020,TV-G,86 min,"Action-Adventure, Animation, Comedy","Phineas and Ferb set out across the galaxy to rescue Candace, who has been abducted by aliens.",2020,8,86,,1,New,Family,0,345,"Action-Adventure, Animation, Comedy  Ashley Tisdale, Vincent Martella, Ali Wong, Dan Povenmire, Alyson Stoner, Maulik Pancholy United States Phineas and Ferb set out across the galaxy to rescue Candace, who has been abducted by aliens.",Recent,3,6
s346,Movie,Back to the Titanic,,,United Kingdom,2020-08-21,2020,TV-PG,44 min,"Documentary, Historical",Back to the Titanic documents the first manned dives to Titanic in nearly 15 years.,2020,8,44,,1,New,Teen,0,346,"Documentary, Historical   United Kingdom Back to the Titanic documents the first manned dives to Titanic in nearly 15 years.",Recent,2,1
s347,Movie,Beauty and the Beast,Bill Condon,"Emma Watson, Dan Stevens, Luke Evans, Kevin Kline, Josh Gad, Ewan McGregor",United States,2020-08-21,2017,PG,138 min,"Family, Fantasy, Musical",Belle must look beyond the Beast’s exterior to find the true Prince within.,2020,8,138,,4,Recent,Family,3,347,"Family, Fantasy, Musical Bill Condon Emma Watson, Dan Stevens, Luke Evans, Kevin Kline, Josh Gad, Ewan McGregor United States Belle must look beyond the Beast’s exterior to find the true Prince within.",Recent,3,6
s348,Movie,Mars: One Day on the Red Planet,Martin Johnson,Nigel Barber,United States,2020-08-21,2020,TV-PG,88 min,Documentary,"An epic journey around the real Mars – built from data, as you’ve never seen it before.",2020,8,88,,1,New,Teen,0,348,"Documentary Martin Johnson Nigel Barber United States An epic journey around the real Mars – built from data, as you’ve never seen it before.",Recent,1,1
s349,Movie,The One and Only Ivan,Thea Sharrock,"Sam Rockwell, Angelina Jolie, Danny DeVito, Helen Mirren, Brooklynn Prince, Ramón Rodríguez",United States,2020-08-21,2020,PG,95 min,"Drama, Family, Fantasy",An adaptation of the award-winning book about a very special gorilla.,2020,8,95,,1,New,Family,0,349,"Drama, Family, Fantasy Thea Sharrock Sam Rockwell, Angelina Jolie, Danny DeVito, Helen Mirren, Brooklynn Prince, Ramón Rodríguez United States An adaptation of the award-winning book about a very special gorilla.",Recent,3,6
s350,TV Show,"Weirdest, Bestest, Truest",,"Charlie Engelman, Kirby Engelman",,2020-08-21,2018,TV-G,1 Season,"Animals & Nature, Kids, Variety",Siblings Kirby and Charlie share strange discoveries and fun facts from the world of Weird But True!,2020,8,,,3,Recent,Family,2,350,"Animals & Nature, Kids, Variety  Charlie Engelman, Kirby Engelman  Siblings Kirby and Charlie share strange discoveries and fun facts from the world of Weird But True!",Recent,3,2
s351,TV Show,Disney Junior T.O.T.S.: Calling All T.O.T.S. (Shorts),,"Jet Jurgensmeyer, Christian Simon, Megan Hilty",,2020-08-14,2020,TV-Y,1 Season,"Animation, Kids, Music",What happens after the baby animals are delivered?,2020,8,,,1,New,Kids,0,351,"Animation, Kids, Music  Jet Jurgensmeyer, Christian Simon, Megan Hilty  What happens after the baby animals are delivered?",Recent,3,3
s352,Movie,Disney Zombies 2,Paul Hoen,"Milo Manheim, Meg Donnelly, Trevor Tordjman, Kylee Russell, Carla Jeffery, Chandler Kinney",United States,2020-08-14,2020,TV-G,84 min,"Coming of Age, Fantasy, Musical",Zed and Addison encounter a group of werewolves!,2020,8,84,,1,New,Family,0,352,"Coming of Age, Fantasy, Musical Paul Hoen Milo Manheim, Meg Donnelly, Trevor Tordjman, Kylee Russell, Carla Jeffery, Chandler Kinney United States Zed and Addison encounter a group of werewolves!",Recent,3,6
s353,Movie,India's Wild Leopards,,"Sandesh Kadur, Priya Singh",India,2020-08-14,2020,TV-14,45 min,"Animals & Nature, Documentary",Cameraman Sandesh Kadur’s mission is to uncover the secretive lives of India’s leopards.,2020,8,45,,1,New,Adult,0,353,"Animals & Nature, Documentary  Sandesh Kadur, Priya Singh India Cameraman Sandesh Kadur’s mission is to uncover the secretive lives of India’s leopards.",Recent,2,2
s354,TV Show,Jungle Animal Rescue,,Dan Nachtrab,United States,2020-08-14,2019,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",A team of conservationists and veterinarians helps India’s people and wildlife coexist.,2020,8,,,2,New,Teen,1,354,"Animals & Nature, Docuseries, Family  Dan Nachtrab United States A team of conservationists and veterinarians helps India’s people and wildlife coexist.",Recent,3,1
s355,Movie,Magic Camp,Mark Waters,"Adam DeVine, Gillian Jacobs, Nathaniel McIntyre, Jeffrey Tambor, Cole Sand, Isabella Crovetti",United States,2020-08-14,2020,PG,101 min,"Comedy, Family",A group of misfit campers help a down-on-his-luck magician rediscover his love of magic.,2020,8,101,,1,New,Family,0,355,"Comedy, Family Mark Waters Adam DeVine, Gillian Jacobs, Nathaniel McIntyre, Jeffrey Tambor, Cole Sand, Isabella Crovetti United States A group of misfit campers help a down-on-his-luck magician rediscover his love of magic.",Recent,2,6
s356,Movie,Marvel Studios' Ant-Man and the Wasp,Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael Peña, Walton Goggins, Hannah John-Kamen, David Dastmalchian",United States,2020-08-14,2018,PG-13,120 min,"Action-Adventure, Comedy, Science Fiction",Ant-Man and the Wasp must join forces to uncover secrets from the past.,2020,8,120,,3,Recent,Teen,2,356,"Action-Adventure, Comedy, Science Fiction Peyton Reed Paul Rudd, Evangeline Lilly, Michael Peña, Walton Goggins, Hannah John-Kamen, David Dastmalchian United States Ant-Man and the Wasp must join forces to uncover secrets from the past.",Recent,3,6
s357,TV Show,Nature Boom Time,,"Charlie Engelman, Kirby Engelman, Patrick Rahill",United States,2020-08-14,2016,TV-G,1 Season,"Animals & Nature, Docuseries, Kids","Charlie, Kirby, and Patrick travel around the U.S. to learn about what makes nature awesome.",2020,8,,,5,Recent,Family,4,357,"Animals & Nature, Docuseries, Kids  Charlie Engelman, Kirby Engelman, Patrick Rahill United States Charlie, Kirby, and Patrick travel around the U.S. to learn about what makes nature awesome.",Recent,3,3
s358,TV Show,Sam's Zookeeper Challenge,,Sam Peltz,United States,2020-08-14,2018,TV-G,1 Season,"Animals & Nature, Docuseries, Family",Sam is put to the test to care for animals in “Zookeeper’s Challenge.”,2020,8,,,3,Recent,Family,2,358,"Animals & Nature, Docuseries, Family  Sam Peltz United States Sam is put to the test to care for animals in “Zookeeper’s Challenge.”",Recent,3,1
s359,TV Show,Scuba Sam's World,,Sam Peltz,United States,2020-08-14,2018,TV-G,1 Season,"Animals & Nature, Docuseries, Kids",Take a deep dive and learn all about the beloved sea animals in our oceans!,2020,8,,,3,Recent,Family,2,359,"Animals & Nature, Docuseries, Kids  Sam Peltz United States Take a deep dive and learn all about the beloved sea animals in our oceans!",Recent,3,1
s360,TV Show,Spaced Out,,Ben DeTour,,2020-08-14,2018,TV-G,1 Season,"Docuseries, Kids",Learn about our universe through imagery taken from the Hubble Space Telescope.,2020,8,,,3,Recent,Family,2,360,"Docuseries, Kids  Ben DeTour  Learn about our universe through imagery taken from the Hubble Space Telescope.",Recent,2,1
s361,Movie,The Greatest Showman,Michael Gracey,"Hugh Jackman, Zac Efron, Michelle Williams, Rebecca Ferguson, Zendaya , Keala Settle",United States,2020-08-14,2017,PG,106 min,"Biographical, Drama, Family",A bold and original musical celebrating the birth of show business and dreams coming to life.,2020,8,106,,4,Recent,Family,3,361,"Biographical, Drama, Family Michael Gracey Hugh Jackman, Zac Efron, Michelle Williams, Rebecca Ferguson, Zendaya , Keala Settle United States A bold and original musical celebrating the birth of show business and dreams coming to life.",Recent,3,6
s362,TV Show,Weird But True!,,"Charlie Engelman, Kirby Engelman",United States,2020-08-14,2017,TV-G,3 Seasons,"Animals & Nature, Kids, Variety","Come along as we reveal fun, strange & surprising facts about our world in Weird But True!",2020,8,,3 Seasons,4,Recent,Family,3,362,"Animals & Nature, Kids, Variety  Charlie Engelman, Kirby Engelman United States Come along as we reveal fun, strange & surprising facts about our world in Weird But True!",Recent,3,2
s363,TV Show,Wild Cats of India,,James Murray,United States,2020-08-14,2020,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",Journey across the country’s landscapes to paint an intimate portrait of India's Wild Cats.,2020,8,,,1,New,Teen,0,363,"Animals & Nature, Docuseries, Family  James Murray United States Journey across the country’s landscapes to paint an intimate portrait of India's Wild Cats.",Recent,3,1
s364,Movie,Howard,Don Hahn,Howard Ashman,United States,2020-08-07,2020,TV-PG,95 min,"Biographical, Documentary, Music","“Howard” is the untold story of Howard Ashman, the brilliant lyricist behind Disney classics.",2020,8,95,,1,New,Teen,0,364,"Biographical, Documentary, Music Don Hahn Howard Ashman United States “Howard” is the untold story of Howard Ashman, the brilliant lyricist behind Disney classics.",Recent,3,1
s365,Movie,Prince of Persia: The Sands of Time,Mike Newell,"Jake Gyllenhaal, Ben Kingsley, Gemma Arterton, Alfred Molina, Richard Coyle, Toby Kebbell",United States,2020-08-07,2010,PG-13,117 min,"Action-Adventure, Fantasy",A rogue prince and rival princess safeguard a magical dagger with the power to reverse time.,2020,8,117,,11,Legacy,Teen,10,365,"Action-Adventure, Fantasy Mike Newell Jake Gyllenhaal, Ben Kingsley, Gemma Arterton, Alfred Molina, Richard Coyle, Toby Kebbell United States A rogue prince and rival princess safeguard a magical dagger with the power to reverse time.",Recent,2,6
s366,Movie,Star Wars: Galaxy's Edge-Adventure Awaits,,"Neil Harris, Kaley Cuoco, Oscar Isaac, Sarah Hyland, Keegan-Michael Key, Jay Leno",United States,2020-08-07,2019,TV-PG,81 min,"Documentary, Family",Celebrating Disney’s new land that brings Star Wars to life!,2020,8,81,,2,New,Teen,1,366,"Documentary, Family  Neil Harris, Kaley Cuoco, Oscar Isaac, Sarah Hyland, Keegan-Michael Key, Jay Leno United States Celebrating Disney’s new land that brings Star Wars to life!",Recent,2,6
s367,Movie,The Hidden Kingdoms of China,"Ben Wallis, Emma Fraser, Jess Tombs",Michelle Yeoh,,2020-08-07,2020,TV-PG,88 min,"Animals & Nature, Documentary, Family",THE HIDDEN KINGDOMS OF CHINA takes audiences into the secret wilds of China.,2020,8,88,,1,New,Teen,0,367,"Animals & Nature, Documentary, Family Ben Wallis, Emma Fraser, Jess Tombs Michelle Yeoh  THE HIDDEN KINGDOMS OF CHINA takes audiences into the secret wilds of China.",Recent,3,1
s368,Movie,The Peanuts Movie,Steve Martino,"Noah Schnapp, Alex Garfin, Hadley Miller, Mariel Sheets, Venus Schultheis, Noah Johnston",United States,2020-08-07,2015,G,89 min,"Animation, Comedy, Family","Snoopy takes to the skies against The Red Baron, while his pal, Charlie Brown, begins an epic quest.",2020,8,89,,6,Recent,Kids,5,368,"Animation, Comedy, Family Steve Martino Noah Schnapp, Alex Garfin, Hadley Miller, Mariel Sheets, Venus Schultheis, Noah Johnston United States Snoopy takes to the skies against The Red Baron, while his pal, Charlie Brown, begins an epic quest.",Recent,3,6
s369,TV Show,UFO Europe: The Untold Stories,,Robert Ashby,,2020-08-07,2012,TV-PG,1 Season,"Docuseries, Reality",A selection of stories featuring encounters and sightings of the unexplained.,2020,8,,,9,Recent,Teen,8,369,"Docuseries, Reality  Robert Ashby  A selection of stories featuring encounters and sightings of the unexplained.",Recent,2,1
s370,TV Show,Animal Showdown,,Brian Peck,,2020-07-31,2018,TV-G,1 Season,"Animals & Nature, Docuseries, Family",Animals face-off in this surprising competition of the toughest and biggest in the animal kingdom.,2020,7,,,3,Recent,Family,2,370,"Animals & Nature, Docuseries, Family  Brian Peck  Animals face-off in this surprising competition of the toughest and biggest in the animal kingdom.",Recent,3,1
s371,TV Show,Best Job Ever,,,,2020-07-31,2018,TV-G,1 Season,"Animals & Nature, Docuseries, Family",Check out the cool jobs Nat Geo explorers do every day!,2020,7,,,3,Recent,Family,2,371,"Animals & Nature, Docuseries, Family    Check out the cool jobs Nat Geo explorers do every day!",Recent,3,1
s372,Movie,Big Cat Games,Jeremy Turner,Boone Smith,,2020-07-31,2015,TV-PG,44 min,"Animals & Nature, Family, Reality","Boone Smith hosts a feline showdown as lion, tiger and cheetah battle for top cat title.",2020,7,44,,6,Recent,Teen,5,372,"Animals & Nature, Family, Reality Jeremy Turner Boone Smith  Boone Smith hosts a feline showdown as lion, tiger and cheetah battle for top cat title.",Recent,3,1
s373,Movie,Black Is King,Beyoncé Knowles-Carter,Beyoncé Knowles-Carter,United States,2020-07-31,2020,TV-14,86 min,"Dance, Music, Musical","This visual album from Beyoncé reimagines lessons of ""The Lion King"" for young kings and queens.",2020,7,86,,1,New,Adult,0,373,"Dance, Music, Musical Beyoncé Knowles-Carter Beyoncé Knowles-Carter United States This visual album from Beyoncé reimagines lessons of ""The Lion King"" for young kings and queens.",Recent,3,1
s374,Movie,Cradle of the Gods,Tim Conrad,Tim Conrad,United Kingdom,2020-07-31,2012,TV-PG,45 min,"Documentary, Historical","Located on a hilltop sanctuary, G – bekli Tepe in Turkey is the world's first known temple.",2020,7,45,,9,Recent,Teen,8,374,"Documentary, Historical Tim Conrad Tim Conrad United Kingdom Located on a hilltop sanctuary, G – bekli Tepe in Turkey is the world's first known temple.",Recent,2,1
s375,TV Show,Destination World,,Rick Robles,,2020-07-31,2018,TV-G,1 Season,"Animals & Nature, Docuseries, Kids",Check out the continents and find out what makes them unique from each other!,2020,7,,,3,Recent,Family,2,375,"Animals & Nature, Docuseries, Kids  Rick Robles  Check out the continents and find out what makes them unique from each other!",Recent,3,1
s376,TV Show,Fearless Adventures with Jack Randall,,Jack Randall,,2020-07-31,2018,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",Check out Jack Randall go head-to-head with all kinds of critters.,2020,7,,,3,Recent,Teen,2,376,"Animals & Nature, Docuseries, Family  Jack Randall  Check out Jack Randall go head-to-head with all kinds of critters.",Recent,3,1
s377,Movie,Hunt for the Abominable Snowman,Dan Oliver,Stephen Rashbrook,,2020-07-31,2011,TV-PG,45 min,Documentary,"Across the Himalayas are stories of the yeti, or abominable snowman.",2020,7,45,,10,Recent,Teen,9,377,"Documentary Dan Oliver Stephen Rashbrook  Across the Himalayas are stories of the yeti, or abominable snowman.",Recent,1,1
s378,Movie,Incredibles 2,Brad Bird,"Craig Nelson, Holly Hunter, Sarah Vowell, Huckleberry Milner, Catherine Keener, Eli Fucile",United States,2020-07-31,2018,PG,118 min,"Action-Adventure, Animation, Family",The Incredibles spring into action when a dangerous new villain emerges.,2020,7,118,,3,Recent,Family,2,378,"Action-Adventure, Animation, Family Brad Bird Craig Nelson, Holly Hunter, Sarah Vowell, Huckleberry Milner, Catherine Keener, Eli Fucile United States The Incredibles spring into action when a dangerous new villain emerges.",Recent,3,6
s379,TV Show,King Fishers,,Stephen Mangan,United Kingdom,2020-07-31,2013,TV-PG,1 Season,"Action-Adventure, Animals & Nature, Docuseries","With so many fishermen and so many fishing disciplines, who is best?",2020,7,,,8,Recent,Teen,7,379,"Action-Adventure, Animals & Nature, Docuseries  Stephen Mangan United Kingdom With so many fishermen and so many fishing disciplines, who is best?",Recent,3,1
s380,Movie,Lost Temple of the Inca,Jim Aikman,Dan Nachtrab,United States,2020-07-31,2020,TV-PG,44 min,Documentary,A scientist discovers artifacts in Peru that could lead him to one of the country’s missing temples.,2020,7,44,,1,New,Teen,0,380,Documentary Jim Aikman Dan Nachtrab United States A scientist discovers artifacts in Peru that could lead him to one of the country’s missing temples.,Recent,1,1
s381,TV Show,Marvel Funko Shorts,,,,2020-07-31,2016,TV-Y7,2 Seasons,"Action-Adventure, Animation, Anthology",Marvel and Funko present Pop! style Marvel heroes.,2020,7,,2 Seasons,5,Recent,Kids,4,381,"Action-Adventure, Animation, Anthology    Marvel and Funko present Pop! style Marvel heroes.",Recent,3,1
s382,TV Show,Muppets Now,,"Dave Goelz, Matt Vogel, David Rudman, Peter Linz, Bill Barretta, Eric Jacobson",United States,2020-07-31,2020,TV-PG,1 Season,"Comedy, Family, Lifestyle",The Muppets have a brand-new series ready to stream… but only if they can upload it in time.,2020,7,,,1,New,Teen,0,382,"Comedy, Family, Lifestyle  Dave Goelz, Matt Vogel, David Rudman, Peter Linz, Bill Barretta, Eric Jacobson United States The Muppets have a brand-new series ready to stream… but only if they can upload it in time.",Recent,3,6
s383,Movie,Surviving the Mount St. Helens Disaster,Sophie Harris,Bill Ratner,United Kingdom,2020-07-31,2020,TV-PG,44 min,"Animals & Nature, Documentary",Eyewitness accounts and rare images chart the violent 1980 eruption of Mount St. Helens.,2020,7,44,,1,New,Teen,0,383,"Animals & Nature, Documentary Sophie Harris Bill Ratner United Kingdom Eyewitness accounts and rare images chart the violent 1980 eruption of Mount St. Helens.",Recent,2,1
s384,TV Show,What Sam Sees,,Sam Peltz,,2020-07-31,2018,TV-G,1 Season,"Animals & Nature, Docuseries, Family","Join Sam on an underwater journey and learn about sharks, eels, and more!",2020,7,,,3,Recent,Family,2,384,"Animals & Nature, Docuseries, Family  Sam Peltz  Join Sam on an underwater journey and learn about sharks, eels, and more!",Recent,3,1
