show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,min_duration,seasons,content_age,content_segment,audience_segment,release_lag,movie_id,metadata,era,genre_count,cast_count
s1301,Movie,Titanic: 20 Years Later With James Cameron,Thomas Grane,"James Cameron, Bob Ballard",United States,2019-11-12,2017,TV-PG,47 min,"Documentary, Historical",James Cameron revisits his blockbuster film in light of new Titanic research.,2019,11,47,,4,Recent,Teen,2,1301,"Documentary, Historical Thomas Grane James Cameron, Bob Ballard United States James Cameron revisits his blockbuster film in light of new Titanic research.",Recent,2,2
s1302,Movie,Toby Tortoise Returns,Wilfred Jackson,,United States,2019-11-12,1936,TV-Y7,8 min,"Animation, Family, Sports",Max Hare and Toby Tortoise are opponents in a boxing match. See details for advisory.,2019,11,8,,85,Legacy,Kids,83,1302,"Animation, Family, Sports Wilfred Jackson  United States Max Hare and Toby Tortoise are opponents in a boxing match. See details for advisory.",Classic,3,1
s1303,Movie,Tom and Huck,Peter Hewitt,"Jonathan Thomas, Brad Renfro, Eric Schweig, Charles Rocket, Amy Wright, Michael McShane",United States,2019-11-12,1995,PG,92 min,"Action-Adventure, Comedy, Coming of Age",America's legendary teenage heroes Tom and Huck team-up to save a man from being wrongly accused.,2019,11,92,,26,Legacy,Family,24,1303,"Action-Adventure, Comedy, Coming of Age Peter Hewitt Jonathan Thomas, Brad Renfro, Eric Schweig, Charles Rocket, Amy Wright, Michael McShane United States America's legendary teenage heroes Tom and Huck team-up to save a man from being wrongly accused.",Modern,3,6
s1304,Movie,Toy Story,John Lasseter,"Tom Hanks, Tim Allen, Don Rickles, Jim Varney, Wallace Shawn, John Ratzenberger",United States,2019-11-12,1995,G,83 min,"Action-Adventure, Animation, Buddy","Meet Woody, Buzz and the gang in an adventure full of humor and heart.",2019,11,83,,26,Legacy,Kids,24,1304,"Action-Adventure, Animation, Buddy John Lasseter Tom Hanks, Tim Allen, Don Rickles, Jim Varney, Wallace Shawn, John Ratzenberger United States Meet Woody, Buzz and the gang in an adventure full of humor and heart.",Modern,3,6
s1305,Movie,Toy Story 2,John Lasseter,"Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer, Don Rickles, Jim Varney",United States,2019-11-12,1999,G,93 min,"Action-Adventure, Animation, Comedy","Join Woody, Buzz, Jessie and the gang to boldly rescue one of their own.",2019,11,93,,22,Legacy,Kids,20,1305,"Action-Adventure, Animation, Comedy John Lasseter Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer, Don Rickles, Jim Varney United States Join Woody, Buzz, Jessie and the gang to boldly rescue one of their own.",Modern,3,6
s1306,Movie,Toy Story 3,Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn, John Ratzenberger",United States,2019-11-12,2010,G,103 min,"Animation, Comedy, Drama","Woody, Buzz and the gang return for more adventures with new friends.",2019,11,103,,11,Legacy,Kids,9,1306,"Animation, Comedy, Drama Lee Unkrich Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn, John Ratzenberger United States Woody, Buzz and the gang return for more adventures with new friends.",Recent,3,6
s1307,Movie,Toy Story Toons: Hawaiian Vacation,Gary Rydstrom,"Tom Hanks, Tim Allen, Joan Cusack, Kristen Schaal, Wallace Shawn, Axel Geddes",United States,2019-11-12,2011,G,6 min,"Animation, Comedy, Family",Ken and Barbie get the vacation of their dreams.,2019,11,6,,10,Recent,Kids,8,1307,"Animation, Comedy, Family Gary Rydstrom Tom Hanks, Tim Allen, Joan Cusack, Kristen Schaal, Wallace Shawn, Axel Geddes United States Ken and Barbie get the vacation of their dreams.",Recent,3,6
s1308,Movie,Toy Story Toons: Partysaurus Rex,Mark Walsh,"Tom Hanks, Tim Allen, Wallace Shawn, Corey Burton, Tony Cox, Don Fullilove",United States,2019-11-12,2012,G,9 min,"Animation, Comedy, Family",Rex throws an over-the-top bath time bash!,2019,11,9,,9,Recent,Kids,7,1308,"Animation, Comedy, Family Mark Walsh Tom Hanks, Tim Allen, Wallace Shawn, Corey Burton, Tony Cox, Don Fullilove United States Rex throws an over-the-top bath time bash!",Recent,3,6
s1309,Movie,Toy Story Toons: Small Fry,Angus MacLane,"Tom Hanks, Tim Allen, John Ratzenberger, Wallace Shawn, Joan Cusack, Estelle Harris",United States,2019-11-12,2011,G,10 min,"Animation, Family, Kids",Buzz is replaced by a miniature version of himself.,2019,11,10,,10,Recent,Kids,8,1309,"Animation, Family, Kids Angus MacLane Tom Hanks, Tim Allen, John Ratzenberger, Wallace Shawn, Joan Cusack, Estelle Harris United States Buzz is replaced by a miniature version of himself.",Recent,3,6
s1310,Movie,Trail of the Panda,Zhong Yu,"Zhong Yu, Zhang Qi, Daichi Harashima, Li Feng, Chang Liu, Ke Qi",China,2019-11-12,2009,G,89 min,"Action-Adventure, Animals & Nature, Family",A mute orphan boy rescues a lost panda cub in the mountains of China.,2019,11,89,,12,Legacy,Kids,10,1310,"Action-Adventure, Animals & Nature, Family Zhong Yu Zhong Yu, Zhang Qi, Daichi Harashima, Li Feng, Chang Liu, Ke Qi China A mute orphan boy rescues a lost panda cub in the mountains of China.",Modern,3,6
s1311,Movie,Trailer Horn,Jack Hannah,,United States,2019-11-12,1950,TV-G,7 min,"Animation, Comedy, Family",Donald heads out for a nice relaxing camping trip. See details for advisory.,2019,11,7,,71,Legacy,Family,69,1311,"Animation, Comedy, Family Jack Hannah  United States Donald heads out for a nice relaxing camping trip. See details for advisory.",Classic,3,1
s1312,Movie,Treasure Island,Byron Haskin,"Bobby Driscoll, Robert Newton, Basil Sydney, Walter Fitzgerald, Denis O'Dea, Finlay Currie","United Kingdom, United States",2019-11-12,1950,PG,96 min,"Action-Adventure, Family",The classic tale of a young boy's search for buried treasure.,2019,11,96,,71,Legacy,Family,69,1312,"Action-Adventure, Family Byron Haskin Bobby Driscoll, Robert Newton, Basil Sydney, Walter Fitzgerald, Denis O'Dea, Finlay Currie United Kingdom, United States The classic tale of a young boy's search for buried treasure.",Classic,2,6
s1313,Movie,Treasure of Matecumbe,Vincent McEveety,"Robert Foxworth, Joan Hackett, Peter Ustinov, Vic Morrow, Johnny Doran, Billy Attmore",United States,2019-11-12,1976,G,116 min,"Action-Adventure, Family, Mystery","Using a secret map, friends face a dangerous search for pirate gold. See details for advisory.",2019,11,116,,45,Legacy,Kids,43,1313,"Action-Adventure, Family, Mystery Vincent McEveety Robert Foxworth, Joan Hackett, Peter Ustinov, Vic Morrow, Johnny Doran, Billy Attmore United States Using a secret map, friends face a dangerous search for pirate gold. See details for advisory.",Classic,3,6
s1314,Movie,Treasure Planet,"John Musker, Ron Clements","Joseph Gordon-Levitt, Brian Murray, Emma Thompson, David Pierce, Martin Short, Dane Davis",United States,2019-11-12,2002,PG,98 min,"Action-Adventure, Animation, Family",Jim Hawkins follow an intergalactic map in search of Captain Flint's trove.,2019,11,98,,19,Legacy,Family,17,1314,"Action-Adventure, Animation, Family John Musker, Ron Clements Joseph Gordon-Levitt, Brian Murray, Emma Thompson, David Pierce, Martin Short, Dane Davis United States Jim Hawkins follow an intergalactic map in search of Captain Flint's trove.",Modern,3,6
s1315,Movie,Tree Climbing Lions,,Alexander Braczkowski,,2019-11-12,2018,TV-PG,45 min,"Animals & Nature, Documentary, Family","Lions in Uganda exhibit a rare, mysterious behavior – they spend much of their lives up in trees.",2019,11,45,,3,Recent,Teen,1,1315,"Animals & Nature, Documentary, Family  Alexander Braczkowski  Lions in Uganda exhibit a rare, mysterious behavior – they spend much of their lives up in trees.",Recent,3,1
s1316,Movie,Tron,Steven Lisberger,"Jeff Bridges, Bruce Boxleitner, David Warner, Cindy Morgan, Barnard Hughes, Dan Shor",United States,2019-11-12,1982,PG,96 min,"Action-Adventure, Family, Science Fiction","After practicing his hacking chops, a brilliant video game maker becomes part of his own creation.",2019,11,96,,39,Legacy,Family,37,1316,"Action-Adventure, Family, Science Fiction Steven Lisberger Jeff Bridges, Bruce Boxleitner, David Warner, Cindy Morgan, Barnard Hughes, Dan Shor United States After practicing his hacking chops, a brilliant video game maker becomes part of his own creation.",Classic,3,6
s1317,Movie,Tru Confessions,Paul Hoen,"Shia LaBeouf, Clara Bryant, William McGuire, Nicole Dicker, Kevin Duhaney, Yani Gellman","United States, Canada",2019-11-12,2002,TV-G,83 min,"Coming of Age, Drama",A chance to star in a TV show reveals the value of family for Trudy Walker.,2019,11,83,,19,Legacy,Family,17,1317,"Coming of Age, Drama Paul Hoen Shia LaBeouf, Clara Bryant, William McGuire, Nicole Dicker, Kevin Duhaney, Yani Gellman United States, Canada A chance to star in a TV show reveals the value of family for Trudy Walker.",Modern,2,6
s1318,Movie,Tuck Everlasting,Jay Russell,"Alexis Bledel, Ben Kingsley, Sissy Spacek, Amy Irving, Victor Garber, Jonathan Jackson",United States,2019-11-12,2002,PG,91 min,"Coming of Age, Drama, Fantasy",A woman falls in love with a man who is immortal.,2019,11,91,,19,Legacy,Family,17,1318,"Coming of Age, Drama, Fantasy Jay Russell Alexis Bledel, Ben Kingsley, Sissy Spacek, Amy Irving, Victor Garber, Jonathan Jackson United States A woman falls in love with a man who is immortal.",Modern,3,6
s1319,Movie,Tugboat Mickey,Clyde Geronimi,"Walt Disney, Clarence Nash, Pinto Colvig",United States,2019-11-12,1940,TV-G,8 min,"Animation, Comedy, Family",Mickey captains a tugboat with Donald and Goofy as the crew. See details for advisory.,2019,11,8,,81,Legacy,Family,79,1319,"Animation, Comedy, Family Clyde Geronimi Walt Disney, Clarence Nash, Pinto Colvig United States Mickey captains a tugboat with Donald and Goofy as the crew. See details for advisory.",Classic,3,3
s1320,Movie,Twas the Night,Nick Castle,"Bryan Cranston, Josh Zuckerman, Jefferson Mappin, Brenda Grate, Rhys Williams, Barclay Hope",United States,2019-11-12,2001,TV-G,87 min,"Comedy, Crime, Fantasy",Danny and his con-artist uncle take over when Santa Claus is knocked out.,2019,11,87,,20,Legacy,Family,18,1320,"Comedy, Crime, Fantasy Nick Castle Bryan Cranston, Josh Zuckerman, Jefferson Mappin, Brenda Grate, Rhys Williams, Barclay Hope United States Danny and his con-artist uncle take over when Santa Claus is knocked out.",Modern,3,6
s1321,Movie,Twitches,Stuart Gillard,"Tia Mowry, Tamera Mowry, Kristen Wilson, Patrick Fabian, Pat Kelly, Jennifer Robertson",United States,2019-11-12,2005,TV-PG,87 min,"Comedy, Fantasy",Reunited twin girls discover they have magical powers.,2019,11,87,,16,Legacy,Teen,14,1321,"Comedy, Fantasy Stuart Gillard Tia Mowry, Tamera Mowry, Kristen Wilson, Patrick Fabian, Pat Kelly, Jennifer Robertson United States Reunited twin girls discover they have magical powers.",Modern,2,6
s1322,Movie,Twitches Too,Stuart Gillard,"Tia Mowry, Tamera Mowry, Kristen Wilson, Patrick Fabian, Pat Kelly, Leslie Seiler",United States,2019-11-12,2007,TV-PG,84 min,"Comedy, Fantasy","When a new evil threat arrives, it's up to the twitches to save Coventry.",2019,11,84,,14,Legacy,Teen,12,1322,"Comedy, Fantasy Stuart Gillard Tia Mowry, Tamera Mowry, Kristen Wilson, Patrick Fabian, Pat Kelly, Leslie Seiler United States When a new evil threat arrives, it's up to the twitches to save Coventry.",Modern,2,6
s1323,Movie,Unidentified Flying Oddball,Russ Mayberry,"Dennis Dugan, Jim Dale, Ron Moody, Kenneth More, John Le Mesurier, Rodney Bewes",United States,2019-11-12,1979,G,93 min,"Action-Adventure, Comedy, Family",An astronaut and his robot accidentally travel in time to medieval England.,2019,11,93,,42,Legacy,Kids,40,1323,"Action-Adventure, Comedy, Family Russ Mayberry Dennis Dugan, Jim Dale, Ron Moody, Kenneth More, John Le Mesurier, Rodney Bewes United States An astronaut and his robot accidentally travel in time to medieval England.",Classic,3,6
s1324,Movie,Up,Pete Docter,"Ed Asner, Christopher Plummer, Jordan Nagai, Bob Peterson, Delroy Lindo, Jerome Ranft",United States,2019-11-12,2009,PG,96 min,"Action-Adventure, Animation, Buddy",An unlikely pair set to the sky for the adventure of their lives.,2019,11,96,,12,Legacy,Family,10,1324,"Action-Adventure, Animation, Buddy Pete Docter Ed Asner, Christopher Plummer, Jordan Nagai, Bob Peterson, Delroy Lindo, Jerome Ranft United States An unlikely pair set to the sky for the adventure of their lives.",Modern,3,6
s1325,Movie,"Up, Up and Away",Robert Townsend,"Robert Townsend, Michael Pagan, Alex Datcher, Sherman Hemsley, Kevin Connolly, Olivia Burnette","Canada, United States",2019-11-12,2000,TV-G,78 min,"Comedy, Coming of Age, Fantasy",The teenage son in a superhero family anxiously awaits his super powers.,2019,11,78,,21,Legacy,Family,19,1325,"Comedy, Coming of Age, Fantasy Robert Townsend Robert Townsend, Michael Pagan, Alex Datcher, Sherman Hemsley, Kevin Connolly, Olivia Burnette Canada, United States The teenage son in a superhero family anxiously awaits his super powers.",Modern,3,6
s1326,Movie,Valiant,Gary Chapman,"Ewan McGregor, Ricky Gervais, Tim Curry, Jim Broadbent, Hugh Laurie, John Cleese","United Kingdom, United States",2019-11-12,2005,G,76 min,"Action-Adventure, Animation, Comedy","When the world needs a hero, a little pigeon steps up.",2019,11,76,,16,Legacy,Kids,14,1326,"Action-Adventure, Animation, Comedy Gary Chapman Ewan McGregor, Ricky Gervais, Tim Curry, Jim Broadbent, Hugh Laurie, John Cleese United Kingdom, United States When the world needs a hero, a little pigeon steps up.",Modern,3,6
s1327,Movie,Waking Sleeping Beauty,Don Hahn,"Don Hahn, Ron Clements, Roy Disney, Glen Keane, Jeffrey Katzenberg, Roger Allers",United States,2019-11-12,2010,PG,87 min,Documentary,A revealing look at the events that ushered in the second chapter of Disney's animation legacy.,2019,11,87,,11,Legacy,Family,9,1327,"Documentary Don Hahn Don Hahn, Ron Clements, Roy Disney, Glen Keane, Jeffrey Katzenberg, Roger Allers United States A revealing look at the events that ushered in the second chapter of Disney's animation legacy.",Recent,1,6
s1328,Movie,WALL-E,Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard, Macintalk , John Ratzenberger",United States,2019-11-12,2008,G,99 min,"Action-Adventure, Animation, Family",Join robots WALL-E and EVE on a fantastic journey across the universe.,2019,11,99,,13,Legacy,Kids,11,1328,"Action-Adventure, Animation, Family Andrew Stanton Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard, Macintalk , John Ratzenberger United States Join robots WALL-E and EVE on a fantastic journey across the universe.",Modern,3,6
s1329,Movie,Wendy Wu: Homecoming Warrior,John Laing,"Brenda Song, Shin Koyamada, Susan Chuang, Justin Chon, Michael Cheng, Andy Fischer-Price",United States,2019-11-12,2006,TV-PG,91 min,"Action-Adventure, Coming of Age, Fantasy",Wendy's world is flipped upside down when a mysterious young monk arrives.,2019,11,91,,15,Legacy,Teen,13,1329,"Action-Adventure, Coming of Age, Fantasy John Laing Brenda Song, Shin Koyamada, Susan Chuang, Justin Chon, Michael Cheng, Andy Fischer-Price United States Wendy's world is flipped upside down when a mysterious young monk arrives.",Modern,3,6
s1330,Movie,Whispers: An Elephant's Tale,Dereck Joubert,"Angela Bassett, Joanna Lumley, Anne Archer, Debi Derryberry, Kevin Richardson, Alice Ghostley",United States,2019-11-12,2000,G,73 min,"Action-Adventure, Animals & Nature, Family",An adorable baby elephant bravely embarks on a journey through the harsh wilds to find his mother.,2019,11,73,,21,Legacy,Kids,19,1330,"Action-Adventure, Animals & Nature, Family Dereck Joubert Angela Bassett, Joanna Lumley, Anne Archer, Debi Derryberry, Kevin Richardson, Alice Ghostley United States An adorable baby elephant bravely embarks on a journey through the harsh wilds to find his mother.",Modern,3,6
s1331,Movie,White Fang,Randal Kleiser,"Klaus Brandauer, Ethan Hawke, Seymour Cassel, James Remar, Susan Hogan, Suzanne Kent",United States,2019-11-12,1991,PG,109 min,"Action-Adventure, Animals & Nature, Drama",A tale of a young man's journey through the treacherous Yukon Valley with the wolf-dog he rescues.,2019,11,109,,30,Legacy,Family,28,1331,"Action-Adventure, Animals & Nature, Drama Randal Kleiser Klaus Brandauer, Ethan Hawke, Seymour Cassel, James Remar, Susan Hogan, Suzanne Kent United States A tale of a young man's journey through the treacherous Yukon Valley with the wolf-dog he rescues.",Modern,3,6
s1332,Movie,Who Framed Roger Rabbit,Robert Zemeckis,"Bob Hoskins, Christopher Lloyd, Stubby Kaye, Joanna Cassidy, Alan Tilvern, Richard LeParmentier",United States,2019-11-12,1988,PG,104 min,"Action-Adventure, Animation, Comedy",A juicy mystery filled with loony fun pairs a Toon-hating detective with a cartoon rabbit.,2019,11,104,,33,Legacy,Family,31,1332,"Action-Adventure, Animation, Comedy Robert Zemeckis Bob Hoskins, Christopher Lloyd, Stubby Kaye, Joanna Cassidy, Alan Tilvern, Richard LeParmentier United States A juicy mystery filled with loony fun pairs a Toon-hating detective with a cartoon rabbit.",Classic,3,6
